Category,Prompt,CriticalInformation,author
Supply Chain Management,"ROLE: Inventory Optimization Planner|OBJECTIVE: Calculate the optimal reorder point and safety stock for the item **{item_id}** at the warehouse **{warehouse_location}**.|REQUIREMENTS: Use lead time demand data from {lead_time_data_file}.|The target service level is {service_level_percent}%.|Consider a lead time variability of {lead_time_std_dev} days.|STYLE: Data-driven, cost-conscious, and balances stockouts against holding costs.|OUTPUT FORMAT: JSON object with keys: reorder_point, safety_stock.",item_id|warehouse_location|lead_time_data_file|service_level_percent|lead_time_std_dev,Julius Brussee
Supply Chain Management,"ROLE: Logistics Network Designer|OBJECTIVE: Propose an optimal location for a new distribution center to serve the customer locations listed in **{customer_locations_csv}**.|REQUIREMENTS: The objective is to minimize the total weighted distance to all customers.|Consider the shipping volume for each customer.|The output should be the suggested city and state, along with the rationale.|STYLE: Analytical, strategic, and based on the center of gravity model.|OUTPUT FORMAT: Markdown report with the recommended location.",customer_locations_csv,Julius Brussee
Supply Chain Management,"ROLE: Transportation Cost Analyst|OBJECTIVE: Analyze the transportation costs in **{shipping_data_file}** and identify the top 3 opportunities for savings.|REQUIREMENTS: Compare costs across different carriers, such as {carrier_1} and {carrier_2}.|Identify lanes with unusually high cost-per-mile.|Recommend mode-shifting opportunities (e.g., from LTL to FTL) for certain routes.|STYLE: Investigative, quantitative, and focused on reducing logistics spend.|OUTPUT FORMAT: Markdown report with findings and recommendations.",shipping_data_file|carrier_1|carrier_2,Julius Brussee
Supply Chain Management,"ROLE: Warehouse Operations Manager|OBJECTIVE: Create an optimized picking route for the list of orders in **{order_list_file}** for a warehouse with the layout defined in **{warehouse_layout_map}**.|REQUIREMENTS: The route should minimize the total travel time for the picker.|Use a serpentine (S-shape) picking path.|The output should be a sequenced list of picking locations (aisle, bay, level).|STYLE: Efficient, operational, and improves warehouse productivity.|OUTPUT FORMAT: A CSV file with the sequenced picking list.",order_list_file|warehouse_layout_map,Julius Brussee
Supply Chain Management,"ROLE: Supply Chain Risk Assessor|OBJECTIVE: Identify and assess potential risks in the supply chain for the product **{product_name}**.|REQUIREMENTS: Analyze dependencies on single-source suppliers listed in {supplier_list_csv}.|Evaluate geopolitical risks in the regions where key suppliers like {key_supplier_name} are located.|Create a risk matrix plotting likelihood vs. impact for the top 5 risks.|STYLE: Proactive, comprehensive, and helps build resilience.|OUTPUT FORMAT: Markdown document with a risk matrix and mitigation suggestions.",product_name|supplier_list_csv|key_supplier_name,Julius Brussee
Supply Chain Management,"ROLE: Procurement Specialist|OBJECTIVE: Draft a Request for Quotation (RFQ) to send to potential suppliers for the component **{component_part_number}**.|REQUIREMENTS: Specify the required annual volume of {annual_volume} units.|Include detailed technical specifications from the document {spec_sheet_path}.|Request pricing tiers for different order quantities.|STYLE: Formal, detailed, and enables clear comparison between suppliers.|OUTPUT FORMAT: A Word document-ready RFQ in Markdown.",component_part_number|annual_volume|spec_sheet_path,Julius Brussee
Supply Chain Management,"ROLE: S&OP Meeting Preparer|OBJECTIVE: Generate a data pack for the monthly Sales and Operations Planning (S&OP) meeting for the product family **{product_family}**.|REQUIREMENTS: Include a comparison of last month's demand forecast vs. actual sales.|Provide current inventory levels against targets.|Highlight any supply constraints from the supplier {constrained_supplier}.|STYLE: Data-rich, concise, and facilitates executive decision-making.|OUTPUT FORMAT: A PowerPoint-ready presentation in Markdown (using slide separators).",product_family|constrained_supplier,Julius Brussee
Supply Chain Management,"ROLE: Sustainability Analyst|OBJECTIVE: Calculate the carbon footprint for the supply chain of product **{product_sku}** from raw material to final delivery.|REQUIREMENTS: Use emission factors from {emission_factors_db}.|Break down the emissions by transportation, manufacturing, and warehousing.|The analysis should cover the entire lifecycle as defined in {lifecycle_stages_doc}.|STYLE: Eco-conscious, quantitative, and identifies hotspots for reduction.|OUTPUT FORMAT: Markdown report with a summary of CO2e emissions.",product_sku|emission_factors_db|lifecycle_stages_doc,Julius Brussee
Supply Chain Management,"ROLE: Trade Compliance Officer|OBJECTIVE: Determine the correct Harmonized System (HS) code for the product **{product_description}** being exported from **{export_country}** to **{import_country}**.|REQUIREMENTS: Provide the 6-digit HS code.|Justify the classification based on the General Rules of Interpretation.|List any import duties or tariffs associated with that code for the destination country.|STYLE: Accurate, compliant, and essential for international trade.|OUTPUT FORMAT: Markdown note with the HS code and justification.",product_description|export_country|import_country,Julius Brussee
UX/UI Design,"ROLE: UI Component Generator|OBJECTIVE: Generate the HTML and CSS code for a reusable **{component_name}** component based on the design specifications.|REQUIREMENTS: The component must be responsive and work on screen sizes from {min_width}px to {max_width}px.|Follow the BEM (Block, Element, Modifier) naming convention for CSS classes.|The design should adhere to the style guide defined by the brand color {brand_color_hex}.|STYLE: Pixel-perfect, clean code, and production-ready.|OUTPUT FORMAT: An HTML file with embedded CSS.",component_name|min_width|max_width|brand_color_hex,Julius Brussee
UX/UI Design,"ROLE: Accessibility Auditor|OBJECTIVE: Audit the web page at **{page_url}** for compliance with WCAG 2.1 AA accessibility standards.|REQUIREMENTS: Check for issues with color contrast, missing alt text for images, and keyboard navigation.|Use an automated tool like {accessibility_tool} as a starting point.|Provide a prioritized list of issues to fix, with code snippets for remediation.|STYLE: User-advocate, thorough, and focused on inclusivity.|OUTPUT FORMAT: Markdown report with a list of accessibility violations and fixes.",page_url|accessibility_tool,Julius Brussee
UX/UI Design,"ROLE: User Flow Mapper|OBJECTIVE: Create a user flow diagram for a user trying to complete the task of **{user_task}** in the application **{app_name}**.|REQUIREMENTS: The diagram should show all steps, decision points, and screens the user interacts with.|Start from the entry point {entry_point} and end at the success screen.|Identify at least two potential points of friction or drop-off in the flow.|STYLE: Visual, user-centric, and helps identify usability issues.|OUTPUT FORMAT: A diagram using Mermaid Markdown's graph syntax.",user_task|app_name|entry_point,Julius Brussee
UX/UI Design,"ROLE: Design System Documenter|OBJECTIVE: Write the documentation for the **{component_name}** component in our design system.|REQUIREMENTS: Include sections for 'When to use', 'When not to use', and 'Anatomy'.|Provide at least 3 examples of the component in different states (e.g., default, hover, disabled).|Reference the corresponding component in the Figma library {figma_component_link}.|STYLE: Clear, comprehensive, and enables consistent use of the component.|OUTPUT FORMAT: Markdown page for the design system website.",component_name|figma_component_link,Julius Brussee
UX/UI Design,"ROLE: Usability Test Script Writer|OBJECTIVE: Create a script for a moderated usability test to evaluate the new feature **{feature_name}**.|REQUIREMENTS: The script should include an introduction, pre-test questions about user habits, a list of tasks for the user to perform, and post-test follow-up questions.|The primary task should be to {primary_user_goal}.|The target user persona for the test is {user_persona_name}.|STYLE: Unbiased, open-ended, and encourages users to think aloud.|OUTPUT FORMAT: Markdown document containing the full test script.",feature_name|primary_user_goal|user_persona_name,Julius Brussee
UX/UI Design,"ROLE: Microcopy Writer|OBJECTIVE: Write clear and concise microcopy for the user interface element **{ui_element_name}** (e.g., a button, an error message).|REQUIREMENTS: The copy should guide the user and align with the brand voice, which is {brand_voice_description}.|For the error state, explain what went wrong and how to fix it.|The copy for the button must be a strong call to action and under {word_limit} words.|STYLE: Conversational, helpful, and concise.|OUTPUT FORMAT: A JSON object with keys for each state (e.g., 'label', 'error_message', 'tooltip').",ui_element_name|brand_voice_description|word_limit,Julius Brussee
UX/UI Design,"ROLE: Persona Creator|OBJECTIVE: Create a detailed user persona for the target audience of the product **{product_name}**.|REQUIREMENTS: The persona should be based on user research findings summarized in {research_summary_doc}.|Include demographic information, goals, frustrations, and a short bio.|Give the persona a name, like {persona_name}, and a stock photo.|STYLE: Empathetic, research-backed, and brings the user to life.|OUTPUT FORMAT: Markdown file with a standard persona layout.",product_name|research_summary_doc|persona_name,Julius Brussee
UX/UI Design,"ROLE: Information Architect|OBJECTIVE: Propose a new sitemap and navigation structure for the website **{website_name}** to improve findability.|REQUIREMENTS: The structure should be based on the results of a card sorting exercise detailed in {card_sorting_results}.|The main navigation should have no more than {max_nav_items} top-level items.|Create a visual sitemap diagram.|STYLE: Logical, user-centered, and scalable.|OUTPUT FORMAT: A tree diagram using Mermaid Markdown.",website_name|card_sorting_results|max_nav_items,Julius Brussee
UX/UI Design,"ROLE: Visual Asset Exporter|OBJECTIVE: Generate instructions for exporting all necessary image assets for the screen design located on the Figma page **{figma_page_link}**.|REQUIREMENTS: Export all icons in SVG format.|Export all raster images (e.g., photos) in JPG and WebP formats at 2x resolution.|The assets should be named according to the convention {naming_convention}.|STYLE: Precise, organized, and bridges the gap between design and development.|OUTPUT FORMAT: Markdown checklist for a developer to follow.",figma_page_link|naming_convention,Julius Brussee
UX/UI Design,"ROLE: Interaction Design Specialist|OBJECTIVE: Describe the interaction and animation for the UI element **{element_name}** as it transitions between its states.|REQUIREMENTS: The transition from default to hover state should take {duration_ms}ms.|Use an {easing_function} easing function for a natural feel.|The description should be detailed enough for a developer to implement using a library like {animation_library}.|STYLE: Dynamic, functional, and enhances the user experience.|OUTPUT FORMAT: A detailed description in Markdown, similar to a spec.",element_name|duration_ms|easing_function|animation_library,Julius Brussee
